Ticker,mean_change,std_change,mean_vol,mean_rsi,Cluster
FPT,0.00112112676056338,0.016275670692794633,3924948.678541839,55.25075042146424,-1
HPG,0.0011974730737365365,0.020815475237429198,30898893.951946978,53.754279857529845,-1
KDH,0.0009321458160729086,0.018845318242966543,1914358.9933719968,53.39853586858319,0
PNJ,0.0009215824357912175,0.019583424420694825,789033.1607290803,53.394109243601356,0
VCB,0.0006125103562551778,0.018627874631789165,1871000.990057995,52.16011532799932,-1
