Ticker,Accuracy,Precision_TANG,Recall_TANG,Precision_GIAM,Recall_GIAM,Test_Samples,Best_Params
FPT,0.5265588914549654,0.5970149253731343,0.1834862385321101,0.5136612021857924,0.8744186046511628,433,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
HPG,0.5242494226327945,0.46017699115044247,0.2639593908629442,0.546875,0.7415254237288136,433,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
KDH,0.46882217090069284,0.45217391304347826,0.7918781725888325,0.5340909090909091,0.19915254237288135,433,"{'subsample': 0.8, 'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
PNJ,0.5427251732101617,0.5652173913043478,0.18840579710144928,0.5384615384615384,0.8672566371681416,433,"{'subsample': 0.9, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.9}"
VCB,0.5242494226327945,0.427536231884058,0.3172043010752688,0.5694915254237288,0.680161943319838,433,"{'subsample': 1.0, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
