"Date","Price","Open","High","Low","Vol.","Change %"
"04/21/2025","96,306.5","96,565.2","96,996.3","94,840.8","4.98M","0.09%"
"04/18/2025","96,220.3","95,271.9","99,151.8","95,271.9","8.61M","2.01%"
"04/17/2025","94,323.5","90,529.9","95,961.7","90,443.7","9.87M","1.39%"
"04/16/2025","93,030.2","98,720.7","99,927.7","93,030.2","20.74M","-6.98%"
"04/15/2025","100,014.0","100,100.2","100,876.2","98,030.9","8.93M","-2.11%"
"04/14/2025","102,169.4","103,462.7","103,462.7","98,289.6","10.60M","0.00%"
"04/11/2025","102,169.4","100,876.2","102,169.4","98,548.2","22.11M","5.24%"
"04/10/2025","97,082.5","97,082.5","97,082.5","97,082.5","1.16M","6.93%"
"04/09/2025","90,788.5","84,322.1","93,116.5","84,322.1","19.43M","0.19%"
"04/08/2025","90,616.1","91,392.1","93,116.5","90,616.1","18.72M","-6.99%"
"04/04/2025","97,427.4","91,047.2","98,203.4","91,047.2","24.81M","-0.44%"
"04/03/2025","97,858.5","98,893.1","101,393.5","97,858.5","13.21M","-6.97%"
"04/02/2025","105,187.1","104,497.4","105,445.8","104,152.5","4.51M","1.24%"
"04/01/2025","103,893.8","105,187.1","105,359.5","102,428.1","9.00M","-0.41%"
"03/31/2025","104,324.9","106,394.2","106,394.2","104,324.9","6.22M","-2.42%"
"03/28/2025","106,911.5","108,722.1","108,980.7","106,911.5","3.39M","-1.74%"
"03/27/2025","108,808.3","105,187.1","109,067.0","104,411.1","7.43M","2.60%"
"03/26/2025","106,049.3","109,067.0","109,067.0","105,790.6","11.19M","-2.77%"
"03/25/2025","109,067.0","111,912.2","111,998.4","109,067.0","6.47M","-1.94%"
"03/24/2025","111,222.4","110,791.3","111,481.1","109,756.7","5.85M","0.78%"
"03/21/2025","110,360.2","107,773.7","111,222.4","107,773.7","7.39M","2.40%"
"03/20/2025","107,773.7","107,428.8","109,325.6","107,342.6","9.43M","0.32%"
"03/19/2025","107,428.8","112,170.8","112,601.9","106,480.4","20.85M","-4.15%"
"03/18/2025","112,084.6","112,170.8","113,981.4","112,084.6","6.33M","0.00%"
"03/17/2025","112,084.6","113,464.1","113,895.2","111,739.7","7.71M","-1.07%"
"03/14/2025","113,291.7","116,912.9","117,516.4","112,774.4","18.51M","-3.74%"
"03/13/2025","117,688.8","117,344.0","118,982.1","117,344.0","4.15M","0.44%"
"03/12/2025","117,171.5","118,723.5","119,585.7","117,171.5","7.11M","-1.16%"
"03/11/2025","118,551.0","118,982.1","119,413.2","118,119.9","6.65M","-1.29%"
"03/10/2025","120,103.0","121,999.8","121,999.8","120,016.8","6.12M","-1.49%"
"03/07/2025","121,913.6","122,172.2","123,034.4","121,654.9","3.40M","-0.14%"
"03/06/2025","122,086.0","120,275.4","123,724.2","120,275.4","7.38M","1.80%"
"03/05/2025","119,930.5","120,706.5","120,792.7","119,930.5","3.28M","-0.64%"
"03/04/2025","120,706.5","120,275.4","121,223.8","120,103.0","3.99M","-0.36%"
"03/03/2025","121,137.6","121,137.6","121,913.6","120,965.2","2.91M","0.14%"
"02/28/2025","120,965.2","120,792.7","121,654.9","119,844.3","5.40M","-0.71%"
"02/27/2025","121,827.4","122,430.9","122,603.3","121,310.0","3.93M","-0.35%"
"02/26/2025","122,258.5","119,930.5","122,258.5","119,758.1","3.82M","2.01%"
"02/25/2025","119,844.3","121,051.4","121,051.4","119,154.6","7.83M","-1.07%"
"02/24/2025","121,137.6","122,430.9","122,430.9","120,275.4","8.62M","-1.06%"
"02/21/2025","122,430.9","123,120.6","123,206.9","121,999.8","6.11M","-0.70%"
"02/20/2025","123,293.1","124,327.7","124,672.6","123,293.1","3.89M","-0.69%"
"02/19/2025","124,155.3","124,069.0","124,931.2","123,379.3","3.48M","0.07%"
"02/18/2025","124,069.0","123,982.8","124,500.1","123,379.3","1.91M","0.21%"
"02/17/2025","123,810.4","125,017.5","125,017.5","123,638.0","2.84M","-0.90%"
"02/14/2025","124,931.2","124,155.3","125,017.5","123,810.4","3.74M","1.26%"
"02/13/2025","123,379.3","125,017.5","125,017.5","123,034.4","3.28M","-1.31%"
"02/12/2025","125,017.5","125,534.8","125,621.0","124,413.9","2.17M","-0.28%"
"02/11/2025","125,362.3","122,603.3","125,362.3","120,792.7","6.17M","2.39%"
"02/10/2025","122,430.9","125,448.5","125,448.5","122,430.9","8.91M","-2.81%"
"02/07/2025","125,965.9","126,310.7","126,483.2","125,707.2","4.45M","-0.27%"
"02/06/2025","126,310.7","126,741.8","127,000.5","125,534.8","3.94M","0.14%"
"02/05/2025","126,138.3","126,655.6","127,172.9","125,707.2","5.98M","0.07%"
"02/04/2025","126,052.1","125,879.6","126,741.8","125,276.1","6.29M","0.48%"
"02/03/2025","125,448.5","127,604.0","128,638.6","125,276.1","14.66M","-5.15%"
"01/24/2025","132,259.8","132,863.4","133,208.3","132,259.8","4.20M","-0.58%"
"01/23/2025","133,035.8","129,414.6","134,501.5","129,328.4","8.12M","3.07%"
"01/22/2025","129,069.7","128,983.5","129,845.7","128,638.6","3.20M","-0.13%"
"01/21/2025","129,242.2","129,759.5","130,535.5","128,466.2","2.85M","-0.07%"
"01/20/2025","129,328.4","128,466.2","129,673.3","127,776.5","2.55M","0.67%"
"01/17/2025","128,466.2","126,397.0","129,414.6","125,879.6","4.07M","1.71%"
"01/16/2025","126,310.7","126,052.1","126,741.8","125,189.9","4.10M","0.69%"
"01/15/2025","125,448.5","125,879.6","126,310.7","124,845.0","3.27M","0.28%"
"01/14/2025","125,103.7","127,259.1","127,604.0","125,103.7","3.33M","-1.69%"
"01/13/2025","127,259.1","125,965.9","128,035.1","124,758.8","4.01M","0.20%"
"01/10/2025","127,000.5","128,293.8","128,552.4","126,914.3","2.90M","-1.01%"
"01/09/2025","128,293.8","127,862.7","128,638.6","127,604.0","1.97M","0.34%"
"01/08/2025","127,862.7","129,328.4","129,328.4","127,690.2","4.46M","-1.20%"
"01/07/2025","129,414.6","128,897.3","130,449.3","128,897.3","3.97M","0.54%"
"01/06/2025","128,724.9","128,552.4","129,500.8","127,948.9","3.99M","0.20%"
"01/03/2025","128,466.2","130,449.3","130,449.3","128,466.2","4.99M","-1.97%"
"01/02/2025","131,052.8","131,483.9","131,656.3","129,414.6","3.65M","-0.33%"
"12/31/2024","131,483.9","129,931.9","132,690.9","129,587.1","4.14M","1.33%"
"12/30/2024","129,759.5","128,811.1","130,018.2","128,035.1","2.28M","0.60%"
"12/27/2024","128,983.5","128,897.3","129,242.2","128,207.6","2.95M","-0.13%"
"12/26/2024","129,156.0","130,190.6","130,535.5","128,552.4","2.57M","-0.66%"
"12/25/2024","130,018.2","129,845.7","130,363.0","129,673.3","2.89M","0.27%"
"12/24/2024","129,673.3","129,328.4","130,018.2","128,811.1","2.65M","0.40%"
"12/23/2024","129,156.0","128,897.3","129,242.2","128,207.6","2.89M","0.20%"
"12/20/2024","128,897.3","128,035.1","129,845.7","127,862.7","4.07M","0.95%"
"12/19/2024","127,690.2","127,000.5","128,466.2","126,914.3","5.53M","-0.40%"
"12/18/2024","128,207.6","127,604.0","129,156.0","127,604.0","3.36M","0.47%"
"12/17/2024","127,604.0","129,414.6","129,759.5","127,345.4","6.84M","-1.27%"
"12/16/2024","129,242.2","128,983.5","129,845.7","128,897.3","3.78M","0.27%"
"12/13/2024","128,897.3","128,897.3","130,104.4","128,811.1","3.89M","-0.47%"
"12/12/2024","129,500.8","130,966.6","130,966.6","128,638.6","4.77M","-0.20%"
"12/11/2024","129,759.5","129,328.4","130,794.1","129,069.7","5.54M","0.67%"
"12/10/2024","128,897.3","126,828.1","128,897.3","126,741.8","4.14M","1.70%"
"12/09/2024","126,741.8","128,638.6","128,897.3","125,965.9","5.22M","-1.67%"
"12/06/2024","128,897.3","130,966.6","130,966.6","127,604.0","5.22M","0.67%"
"12/05/2024","128,035.1","124,155.3","128,035.1","123,810.4","5.58M","3.48%"
"12/04/2024","123,724.2","125,017.5","126,138.3","123,120.6","6.45M","-1.03%"
"12/03/2024","125,017.5","122,172.2","125,793.4","122,172.2","5.87M","1.97%"
"12/02/2024","122,603.3","124,413.9","125,879.6","122,086.0","7.61M","-0.77%"
"11/29/2024","123,551.7","119,356.3","124,493.6","119,013.8","13.32M","3.52%"
"11/28/2024","119,356.3","119,356.3","119,870.0","118,414.4","5.45M","0.36%"
"11/27/2024","118,928.2","115,760.2","119,613.1","115,760.2","11.29M","2.74%"
"11/26/2024","115,760.2","114,219.0","116,359.5","114,133.4","4.80M","0.97%"
"11/25/2024","114,647.1","114,732.7","114,732.7","114,047.8","2.13M","0.00%"
"11/22/2024","114,647.1","113,790.9","115,075.2","113,448.4","3.35M","0.68%"
"11/21/2024","113,876.5","113,362.8","113,876.5","112,164.1","3.65M","0.45%"
"11/20/2024","113,362.8","111,307.9","113,362.8","108,482.4","9.73M","1.85%"
"11/19/2024","111,307.9","114,304.6","114,390.2","111,222.3","8.79M","-2.99%"
"11/18/2024","114,732.7","114,732.7","115,246.5","113,448.4","4.49M","0.07%"
"11/15/2024","114,647.1","115,845.8","116,188.3","113,534.0","7.55M","-1.54%"
"11/14/2024","116,445.2","118,072.0","119,784.4","116,445.2","5.45M","-1.31%"
"11/13/2024","117,986.3","117,044.5","118,243.2","116,530.8","3.97M","0.73%"
"11/12/2024","117,130.1","118,671.3","118,928.2","116,359.5","3.35M","-1.08%"
"11/11/2024","118,414.4","116,873.3","119,441.9","116,445.2","6.09M","1.84%"
"11/08/2024","116,273.9","116,530.8","117,130.1","115,674.6","2.42M","0.52%"
"11/07/2024","115,674.6","115,845.8","117,815.1","114,904.0","4.11M","0.37%"
"11/06/2024","115,246.5","113,962.1","115,246.5","113,876.5","2.07M","1.51%"
"11/05/2024","113,534.0","113,876.5","114,732.7","113,277.2","1.91M","-0.15%"
"11/04/2024","113,705.3","115,246.5","115,246.5","113,619.6","3.66M","-1.34%"
"11/01/2024","115,246.5","115,588.9","115,588.9","114,390.2","3.07M","-0.96%"
"10/31/2024","116,359.5","116,359.5","116,445.2","115,845.8","1.43M","0.00%"
"10/30/2024","116,359.5","115,931.4","116,359.5","115,760.2","1.97M","0.37%"
"10/29/2024","115,931.4","115,931.4","116,017.0","115,417.7","2.83M","0.37%"
"10/28/2024","115,503.3","114,818.4","115,588.9","114,390.2","1.73M","0.67%"
"10/25/2024","114,732.7","114,989.6","115,246.5","114,390.2","2.11M","-0.22%"
"10/24/2024","114,989.6","114,904.0","114,989.6","114,561.5","2.62M","0.07%"
"10/23/2024","114,904.0","113,790.9","115,417.7","113,534.0","3.47M","0.83%"
"10/22/2024","113,962.1","116,188.3","116,188.3","113,876.5","6.91M","-1.77%"
"10/21/2024","116,017.0","117,301.4","117,900.7","116,017.0","3.08M","-1.09%"
"10/18/2024","117,301.4","117,643.9","117,986.3","116,958.9","2.49M","0.00%"
"10/17/2024","117,301.4","116,873.3","117,387.0","116,017.0","2.97M","0.51%"
"10/16/2024","116,702.0","116,787.6","117,387.0","116,445.2","3.17M","-0.51%"
"10/15/2024","117,301.4","117,815.1","118,671.3","116,958.9","3.29M","-0.44%"
"10/14/2024","117,815.1","120,811.9","120,983.1","117,387.0","6.45M","-1.43%"
"10/11/2024","119,527.5","121,582.4","122,267.4","119,527.5","4.39M","-1.48%"
"10/10/2024","121,325.6","116,273.9","121,582.4","116,273.9","11.45M","4.65%"
"10/09/2024","115,931.4","114,989.6","116,273.9","114,989.6","3.01M","1.20%"
"10/08/2024","114,561.5","114,818.4","115,674.6","114,390.2","2.42M","-0.22%"
"10/07/2024","114,818.4","114,904.0","115,503.3","114,390.2","1.53M","0.00%"
"10/04/2024","114,818.4","114,989.6","115,417.7","114,304.6","1.69M","0.07%"
"10/03/2024","114,732.7","115,931.4","116,530.8","114,732.7","2.65M","-1.03%"
"10/02/2024","115,931.4","115,246.5","116,359.5","115,246.5","1.98M","-0.37%"
"10/01/2024","116,359.5","115,332.1","116,616.4","115,332.1","5.43M","1.04%"
"09/30/2024","115,160.8","114,904.0","115,160.8","113,876.5","3.49M","0.22%"
"09/27/2024","114,904.0","114,989.6","115,075.2","114,304.6","3.86M","-0.07%"
"09/26/2024","114,989.6","115,588.9","115,588.9","114,647.1","3.24M","-0.37%"
"09/25/2024","115,417.7","114,989.6","115,417.7","114,390.2","5.15M","0.22%"
"09/24/2024","115,160.8","114,732.7","115,332.1","114,475.9","2.31M","0.37%"
"09/23/2024","114,732.7","116,359.5","116,359.5","114,219.0","2.81M","-0.96%"
"09/20/2024","115,845.8","116,702.0","117,301.4","115,588.9","4.28M","0.07%"
"09/19/2024","115,760.2","115,588.9","116,273.9","114,989.6","5.93M","0.45%"
"09/18/2024","115,246.5","114,219.0","115,760.2","113,790.9","6.19M","1.28%"
"09/17/2024","113,790.9","112,335.3","113,790.9","112,335.3","3.05M","1.37%"
"09/16/2024","112,249.7","112,849.1","113,876.5","112,249.7","2.20M","-1.43%"
"09/13/2024","113,876.5","113,191.5","114,219.0","113,020.3","3.66M","0.53%"
"09/12/2024","113,277.2","112,164.1","113,448.4","112,164.1","4.74M","1.30%"
"09/11/2024","111,821.6","111,307.9","112,420.9","111,136.6","3.67M","0.46%"
"09/10/2024","111,307.9","112,164.1","112,164.1","110,965.4","4.82M","-0.99%"
"09/09/2024","112,420.9","111,992.8","112,934.7","111,393.5","3.32M","-0.61%"
"09/06/2024","113,105.9","111,736.0","113,790.9","111,564.7","4.39M","1.15%"
"09/05/2024","111,821.6","113,876.5","113,876.5","111,051.0","9.26M","-1.80%"
"09/04/2024","113,876.5","113,876.5","113,876.5","112,592.2","5.22M","-1.34%"
"08/30/2024","115,417.7","114,304.6","115,503.3","113,876.5","3.81M","0.82%"
"08/29/2024","114,475.9","113,705.3","114,561.5","113,191.5","2.41M","0.30%"
"08/28/2024","114,133.4","113,876.5","115,160.8","113,790.9","3.12M","0.60%"
"08/27/2024","113,448.4","112,592.2","113,534.0","111,650.4","2.69M","0.76%"
"08/26/2024","112,592.2","114,133.4","114,304.6","112,592.2","2.98M","-1.20%"
"08/23/2024","113,962.1","114,475.9","114,475.9","113,362.8","3.51M","-0.52%"
"08/22/2024","114,561.5","114,732.7","115,160.8","114,304.6","3.47M","0.22%"
"08/21/2024","114,304.6","111,821.6","114,561.5","111,821.6","7.04M","1.52%"
"08/20/2024","112,592.2","111,907.2","113,448.4","111,907.2","4.30M","0.77%"
"08/19/2024","111,736.0","112,249.7","112,506.6","111,307.9","2.87M","-0.08%"
"08/16/2024","111,821.6","110,537.3","112,164.1","110,537.3","5.86M","1.48%"
"08/15/2024","110,194.8","110,537.3","110,879.8","109,766.7","2.60M","-0.62%"
"08/14/2024","110,879.8","111,907.2","112,592.2","110,879.8","3.29M","-0.15%"
"08/13/2024","111,051.0","111,051.0","111,479.1","109,595.4","4.71M","-0.23%"
"08/12/2024","111,307.9","108,653.6","111,479.1","108,054.3","7.11M","2.44%"
"08/09/2024","108,653.6","104,800.6","108,653.6","104,458.2","6.32M","4.53%"
"08/08/2024","103,944.4","104,115.7","104,800.6","103,516.3","3.05M","-0.49%"
"08/07/2024","104,458.2","103,601.9","104,458.2","102,917.0","3.25M","0.99%"
"08/06/2024","103,430.7","102,745.7","104,372.5","102,574.5","7.74M","1.85%"
"08/05/2024","101,547.0","103,687.6","105,228.8","100,519.6","11.98M","-3.73%"
"08/02/2024","105,485.6","104,543.8","106,855.6","103,601.9","11.44M","-1.28%"
"08/01/2024","106,855.6","110,965.4","111,051.0","106,256.2","7.90M","-2.95%"
"07/31/2024","110,109.2","108,996.1","110,109.2","108,396.7","3.30M","0.47%"
"07/30/2024","109,595.4","110,451.7","110,879.8","108,739.2","2.73M","-0.78%"
"07/29/2024","110,451.7","111,307.9","111,821.6","110,451.7","5.59M","0.78%"
"07/26/2024","109,595.4","107,797.4","109,595.4","106,513.1","4.54M","2.40%"
"07/25/2024","107,026.8","106,341.8","107,454.9","106,256.2","2.95M","-0.79%"
"07/24/2024","107,883.0","107,454.9","108,396.7","106,170.6","4.77M","0.40%"
"07/23/2024","107,454.9","106,941.2","109,167.3","106,855.6","6.11M","1.13%"
"07/22/2024","106,256.2","107,883.0","107,883.0","105,485.6","7.15M","-1.51%"
"07/19/2024","107,883.0","110,109.2","110,708.5","107,883.0","7.53M","-1.49%"
"07/18/2024","109,509.8","112,506.6","112,506.6","109,424.2","12.42M","-3.03%"
"07/17/2024","112,934.7","114,732.7","114,818.4","111,222.3","8.02M","-1.57%"
"07/16/2024","114,732.7","114,390.2","115,160.8","113,277.2","4.60M","0.98%"
"07/15/2024","113,619.6","114,304.6","115,417.7","113,277.2","3.53M","-0.82%"
"07/12/2024","114,561.5","113,191.5","116,445.2","113,191.5","4.09M","0.60%"
"07/11/2024","113,876.5","114,818.4","115,931.4","113,448.4","7.87M","-0.75%"
"07/10/2024","114,732.7","116,445.2","117,301.4","114,732.7","7.24M","-2.55%"
"07/09/2024","117,729.5","119,099.4","119,270.7","116,445.2","11.13M","-1.50%"
"07/08/2024","119,527.5","118,585.7","119,527.5","117,729.5","6.75M","0.65%"
"07/05/2024","118,756.9","116,530.8","119,613.1","116,530.8","8.96M","2.14%"
"07/04/2024","116,273.9","113,105.9","116,273.9","113,105.9","9.34M","3.66%"
"07/03/2024","112,164.1","111,736.0","113,705.3","111,393.5","8.78M","2.34%"
"07/02/2024","109,595.4","110,109.2","113,105.9","109,167.3","7.73M","-0.47%"
"07/01/2024","110,109.2","111,650.4","111,650.4","110,023.5","7.33M","-1.46%"
"06/28/2024","111,736.0","113,705.3","113,705.3","111,650.4","7.63M","-1.73%"
"06/27/2024","113,705.3","112,420.9","114,818.4","111,992.8","7.36M","0.76%"
"06/26/2024","112,849.1","112,164.1","112,849.1","110,794.1","8.22M","1.38%"
"06/25/2024","111,307.9","112,164.1","112,249.7","110,109.2","15.76M","-1.59%"
"06/24/2024","113,105.9","115,588.9","116,017.0","113,020.3","15.16M","-2.94%"
"06/21/2024","116,530.8","114,647.1","116,530.8","114,133.4","8.80M","2.10%"
