Date,Price,Open,High,Low,Vol.,Change %,Ticker
6/25/2025,"101,826.10","101,739.10","103,826.10","101,739.10",6.90M,0.52%,FPT
6/24/2025,"101,304.30","101,130.40","101,739.10","101,130.40",4.91M,0.52%,FPT
6/23/2025,"100,782.60","100,434.80","101,130.40","99,565.20",5.28M,-0.17%,FPT
6/20/2025,"100,956.50","100,956.50","101,652.10","100,695.60",4.99M,0.09%,FPT
6/19/2025,"100,869.50","101,739.10","101,826.10","100,608.70",6.22M,-0.85%,FPT
6/18/2025,"101,739.10","103,304.30","103,913.00","101,217.40",7.54M,-1.52%,FPT
6/17/2025,"103,304.30","103,478.20","103,739.10","102,782.60",5.29M,-0.17%,FPT
6/16/2025,"103,478.20","100,086.90","104,173.90","100,000.00",9.28M,3.12%,FPT
6/13/2025,"100,347.80","100,869.50","101,304.30","99,913.00",7.09M,-1.37%,FPT
6/12/2025,"101,739.10","102,260.80","102,347.80","101,304.30",4.78M,0.09%,FPT
6/11/2025,"101,652.10","100,100.20","101,910.80","100,100.20",6.61M,1.90%,FPT
6/10/2025,"99,755.30","100,876.20","101,221.00","99,755.30",3.86M,-0.43%,FPT
6/9/2025,"100,186.40","99,582.90","100,789.90","99,151.80",3.51M,1.04%,FPT
6/6/2025,"99,151.80","100,703.70","100,703.70","99,151.80",6.19M,-1.54%,FPT
6/5/2025,"100,703.70","100,962.40","101,134.80","100,445.10",2.65M,-0.26%,FPT
6/4/2025,"100,962.40","101,738.30","101,910.80","100,445.10",3.30M,-0.26%,FPT
6/3/2025,"101,221.00","100,617.50","101,738.30","100,272.60",3.91M,1.12%,FPT
6/2/2025,"100,100.20","100,445.10","100,962.40","99,669.10",3.35M,-0.34%,FPT
5/30/2025,"100,445.10","101,738.30","101,910.80","100,445.10",4.64M,-0.51%,FPT
5/29/2025,"100,962.40","102,600.50","102,600.50","100,962.40",3.37M,-1.10%,FPT
5/28/2025,"102,083.20","102,773.00","102,945.40","101,307.30",4.52M,-0.50%,FPT
5/27/2025,"102,600.50","101,221.00","102,945.40","101,221.00",6.32M,1.45%,FPT
5/26/2025,"101,134.80","100,617.50","101,565.90","99,151.80",4.63M,0.17%,FPT
5/23/2025,"100,962.40","100,617.50","101,565.90","100,014.00",5.11M,0.26%,FPT
5/22/2025,"100,703.70","100,962.40","101,393.50","99,669.10",7.30M,-1.27%,FPT
5/21/2025,"101,997.00","103,462.70","103,462.70","100,876.20",6.93M,-0.76%,FPT
5/20/2025,"102,773.00","100,703.70","102,859.20","100,703.70",9.10M,0.85%,FPT
5/19/2025,"101,910.80","102,428.10","103,893.80","100,531.30",11.40M,-2.31%,FPT
5/16/2025,"104,324.90","107,342.60","107,515.00","104,238.70",9.21M,-3.20%,FPT
5/15/2025,"107,773.70","109,067.00","109,411.80","106,566.60",8.98M,-1.03%,FPT
5/14/2025,"108,894.50","103,462.70","108,894.50","103,462.70",13.89M,5.69%,FPT
5/13/2025,"103,031.60","103,462.70","103,721.40","102,255.70",9.85M,1.01%,FPT
5/12/2025,"101,997.00","100,876.20","102,341.90","100,617.50",10.02M,1.98%,FPT
5/9/2025,"100,014.00","98,548.20","100,358.80","97,858.50",9.77M,1.49%,FPT
5/8/2025,"98,548.20","95,185.70","98,806.90","93,978.60",14.54M,4.19%,FPT
5/7/2025,"94,582.20","94,496.00","95,875.50","93,892.40",4.52M,0.00%,FPT
5/6/2025,"94,582.20","93,633.80","95,703.00","93,633.80",6.54M,1.01%,FPT
5/5/2025,"93,633.80","94,409.70","94,582.20","92,168.00",8.24M,-0.73%,FPT
4/29/2025,"94,323.50","94,496.00","95,271.90","94,064.90",3.39M,-0.09%,FPT
4/28/2025,"94,409.70","96,565.20","96,910.10","94,151.10",4.43M,-2.58%,FPT
4/25/2025,"96,910.10","96,565.20","96,910.10","95,013.30",6.19M,0.36%,FPT
4/24/2025,"96,565.20","96,134.10","98,030.90","95,358.10",8.90M,1.45%,FPT
4/23/2025,"95,185.70","96,306.50","96,306.50","92,857.80",6.57M,0.00%,FPT
4/22/2025,"95,185.70","95,703.00","95,875.50","89,667.70",10.50M,-1.16%,FPT
4/21/2025,"96,306.50","96,565.20","96,996.30","94,840.80",4.98M,0.09%,FPT
4/18/2025,"96,220.30","95,271.90","99,151.80","95,271.90",8.61M,2.01%,FPT
4/17/2025,"94,323.50","90,529.90","95,961.70","90,443.70",9.87M,1.39%,FPT
4/16/2025,"93,030.20","98,720.70","99,927.70","93,030.20",20.74M,-6.98%,FPT
4/15/2025,"100,014.00","100,100.20","100,876.20","98,030.90",8.93M,-2.11%,FPT
4/14/2025,"102,169.40","103,462.70","103,462.70","98,289.60",10.60M,0.00%,FPT
4/11/2025,"102,169.40","100,876.20","102,169.40","98,548.20",22.11M,5.24%,FPT
4/10/2025,"97,082.50","97,082.50","97,082.50","97,082.50",1.16M,6.93%,FPT
4/9/2025,"90,788.50","84,322.10","93,116.50","84,322.10",19.43M,0.19%,FPT
4/8/2025,"90,616.10","91,392.10","93,116.50","90,616.10",18.72M,-6.99%,FPT
4/4/2025,"97,427.40","91,047.20","98,203.40","91,047.20",24.81M,-0.44%,FPT
4/3/2025,"97,858.50","98,893.10","101,393.50","97,858.50",13.21M,-6.97%,FPT
4/2/2025,"105,187.10","104,497.40","105,445.80","104,152.50",4.51M,1.24%,FPT
4/1/2025,"103,893.80","105,187.10","105,359.50","102,428.10",9.00M,-0.41%,FPT
3/31/2025,"104,324.90","106,394.20","106,394.20","104,324.90",6.22M,-2.42%,FPT
3/28/2025,"106,911.50","108,722.10","108,980.70","106,911.50",3.39M,-1.74%,FPT
3/27/2025,"108,808.30","105,187.10","109,067.00","104,411.10",7.43M,2.60%,FPT
3/26/2025,"106,049.30","109,067.00","109,067.00","105,790.60",11.19M,-2.77%,FPT
3/25/2025,"109,067.00","111,912.20","111,998.40","109,067.00",6.47M,-1.94%,FPT
3/24/2025,"111,222.40","110,791.30","111,481.10","109,756.70",5.85M,0.78%,FPT
3/21/2025,"110,360.20","107,773.70","111,222.40","107,773.70",7.39M,2.40%,FPT
3/20/2025,"107,773.70","107,428.80","109,325.60","107,342.60",9.43M,0.32%,FPT
3/19/2025,"107,428.80","112,170.80","112,601.90","106,480.40",20.85M,-4.15%,FPT
3/18/2025,"112,084.60","112,170.80","113,981.40","112,084.60",6.33M,0.00%,FPT
3/17/2025,"112,084.60","113,464.10","113,895.20","111,739.70",7.71M,-1.07%,FPT
3/14/2025,"113,291.70","116,912.90","117,516.40","112,774.40",18.51M,-3.74%,FPT
3/13/2025,"117,688.80","117,344.00","118,982.10","117,344.00",4.15M,0.44%,FPT
3/12/2025,"117,171.50","118,723.50","119,585.70","117,171.50",7.11M,-1.16%,FPT
3/11/2025,"118,551.00","118,982.10","119,413.20","118,119.90",6.65M,-1.29%,FPT
3/10/2025,"120,103.00","121,999.80","121,999.80","120,016.80",6.12M,-1.49%,FPT
3/7/2025,"121,913.60","122,172.20","123,034.40","121,654.90",3.40M,-0.14%,FPT
3/6/2025,"122,086.00","120,275.40","123,724.20","120,275.40",7.38M,1.80%,FPT
3/5/2025,"119,930.50","120,706.50","120,792.70","119,930.50",3.28M,-0.64%,FPT
3/4/2025,"120,706.50","120,275.40","121,223.80","120,103.00",3.99M,-0.36%,FPT
3/3/2025,"121,137.60","121,137.60","121,913.60","120,965.20",2.91M,0.14%,FPT
